type,db,y,yp,ypl,file
electrode,mp-avail-in-cod,1,0.9756033,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiBi(PdO2)2_mp-559893_computed.cif
electrode,mp,1,0.99141496,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3CuAsCO7_mp-768589_computed.cif
electrode,mp,1,0.6375719,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiLuSn2_mp-1078650_computed.cif
electrode,mp,1,0.998987,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li6VCr3(PO4)6_mp-1176888_computed.cif
electrode,mp,1,0.9893713,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2V2Cr(PO4)3_mp-1177840_computed.cif
electrode,mp,1,0.28066754,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li7CuO4_mp-780217_computed.cif
electrode,mp,1,0.68383664,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li(CuO)3_mp-1147702_computed.cif
electrode,mp,1,0.9635376,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3(CuO)4_mp-753081_computed.cif
electrode,mp,1,0.81204915,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li(CuO)2_mp-18162_computed.cif
electrode,mp,1,0.85057837,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li(CuO)2_mp-553966_computed.cif
electrode,mp,1,0.57829523,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCuO2_mp-9158_computed.cif
electrode,mp,1,0.78512436,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCuO2_mp-25372_computed.cif
electrode,mp,1,0.997959,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li(CuO2)2_mp-25385_computed.cif
electrode,mp,1,0.82056504,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4(CuO2)3_mp-758475_computed.cif
electrode,mp,1,0.9841138,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2CuO2_mp-4711_computed.cif
electrode,mp,1,0.24719314,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li13Nb14ZnO42_mp-768142_computed.cif
electrode,mp,1,0.51998025,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Nb4ZnO12_mp-756376_computed.cif
electrode,mp,1,0.99646974,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCuS2_mp-766486_computed.cif
electrode,mp,1,0.9999372,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3VSi4(HO6)2_mp-770607_computed.cif
electrode,mp,1,0.99998987,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiZnCr3(SO4)6_mp-769549_computed.cif
electrode,mp,1,0.99989617,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiNi(SO4)2_mp-782632_computed.cif
electrode,mp,1,0.99990785,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiNi2(SO4)3_mp-778860_computed.cif
electrode,mp,1,0.9999713,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Ni2(SO4)3_mp-764857_computed.cif
electrode,mp,1,0.9802051,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4V3Ni(PO4)4_mp-1177236_computed.cif
electrode,mp,1,0.76515245,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li6FeS4_mp-754210_computed.cif
electrode,mp,1,0.9865813,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li(FeS2)2_mp-1040470_computed.cif
electrode,mp,1,0.9642843,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2FeS2_mp-754407_computed.cif
electrode,mp,1,0.44588956,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li5Mg11(WO4)12_mp-1177113_computed.cif
electrode,mp,1,0.44079572,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3VCr3O8_mp-769583_computed.cif
electrode,mp,1,0.7765848,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3VCr3O8_mp-764983_computed.cif
electrode,mp,1,0.1652254,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2VCrO4_mp-769617_computed.cif
electrode,mp,1,0.5335957,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiVCrO4_mp-1176540_computed.cif
electrode,mp,1,0.57917273,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4V3CrO8_mp-1177371_computed.cif
electrode,mp,1,0.690628,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2V3CrO8_mp-769590_computed.cif
electrode,mp,1,0.43349138,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li5V3CrO8_mp-764013_computed.cif
electrode,mp,1,0.9967584,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li6MnCr3(PO4)6_mp-767775_computed.cif
electrode,mp,1,0.99744713,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4MnCr3(PO4)4_mp-768041_computed.cif
electrode,mp,1,0.9982639,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li6Mn3Cr(PO4)6_mp-771092_computed.cif
electrode,mp,1,0.99989545,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li8Mn7Cr(PO4)12_mp-776829_computed.cif
electrode,mp,1,0.9938723,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCoS2_mp-757100_computed.cif
electrode,mp,1,0.9967679,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li(CoS2)2_mp-1097024_computed.cif
electrode,mp,1,0.9980159,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Cr3Co3(TeO8)2_mp-775136_computed.cif
electrode,mp,1,0.92670286,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/K3Li2Nb6(PO8)3_mp-773089_computed.cif
electrode,mp,1,0.9999006,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Sb11S18_mp-767088_computed.cif
electrode,mp,1,0.99997485,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Sb17S27_mp-767137_computed.cif
electrode,mp,1,0.9663716,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Ti3Ni3(TeO8)2_mp-763178_computed.cif
electrode,mp,1,0.99973124,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2MnPCO7_mp-1177908_computed.cif
electrode,mp,1,0.93704087,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Co3WO8_mp-775180_computed.cif
electrode,mp,1,0.5738364,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4NbFe3O8_mp-770958_computed.cif
electrode,mp,1,0.2832428,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Ni2SnO6_mp-770486_computed.cif
electrode,mp,1,0.88022226,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2VCO5_mp-1177806_computed.cif
electrode,mp,1,0.99617517,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV2(CO3)4_mp-763558_computed.cif
electrode,mp,1,0.67696023,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV(CO3)2_mp-762019_computed.cif
electrode,mp-avail-in-cod,1,0.8338112,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiTi(SiO3)2_mp-11206_computed.cif
electrode,mp,1,0.995685,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiTi(SiO3)2_mp-757419_computed.cif
electrode,mp,1,0.39946562,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiTiSiO4_mp-1176604_computed.cif
electrode,mp,1,0.47580287,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiNbO2F_mp-1222399_computed.cif
electrode,mp,1,0.99987245,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Bi(BO3)2_mp-768820_computed.cif
electrode,mp,1,0.29653698,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li14MgCo13O28_mp-769537_computed.cif
electrode,mp,1,0.98231137,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li22Sn5_mp-1198729_computed.cif
electrode,mp,1,0.996885,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Sn_mp-1185265_computed.cif
electrode,mp,1,0.9773722,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Na2LiMnPCO7_mp-764273_computed.cif
electrode,mp,1,0.4846626,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Sr3Li2Nb4O13_mp-756781_computed.cif
electrode,mp,1,0.69048125,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Sr2Li2Nb3O10_mp-756684_computed.cif
electrode,mp,1,0.9924453,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Co5Te3O16_mp-781593_computed.cif
electrode,mp,1,0.95145,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Co3TeO8_mp-1178026_computed.cif
electrode,mp,1,0.99976355,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Co3TeO8_mp-1178025_computed.cif
electrode,mp,1,0.997843,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Mn5Te3O16_mp-773469_computed.cif
electrode,mp,1,0.97068477,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li6Cu2C4SO16_mp-780401_computed.cif
electrode,mp,1,0.99993396,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2CuCSO7_mp-771969_computed.cif
electrode,mp,1,0.99981993,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiSbPHO5_mp-755185_computed.cif
electrode,mp,1,0.8838849,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiMnAs_mp-1008911_computed.cif
electrode,mp,1,0.24018528,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li23(MnAs)20_mp-531949_computed.cif
electrode,mp,1,0.38918114,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3(WO3)8_mp-1222771_computed.cif
electrode,mp,1,0.05651914,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiMg2Ni_mp-1185377_computed.cif
electrode,mp,1,0.92759764,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2MgSn_mp-865935_computed.cif
electrode,mp,1,0.9992167,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiTi(SO4)2_mp-1176809_computed.cif
electrode,mp,1,0.67434305,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Ti2Mn3Fe3O16_mp-770495_computed.cif
electrode,mp,1,0.689346,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li10Ti2Fe3Ni3O16_mp-774319_computed.cif
electrode,mp,1,0.562669,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li10Mn3Cr3(NiO8)2_mp-774408_computed.cif
electrode,mp,1,0.9998184,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li8Mn7Cu(PO4)12_mp-1176950_computed.cif
electrode,mp,1,0.9986833,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Mn5Cu(PO4)6_mp-1177362_computed.cif
electrode,mp,1,0.96876603,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Ti3Fe3(SbO8)2_mp-865132_computed.cif
electrode,mp-avail-in-cod,1,0.98110104,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCrS2_mp-4226_computed.cif
electrode,mp,1,0.5239033,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiTbSn2_mp-1078515_computed.cif
electrode,mp-avail-in-cod,1,0.031821184,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiTb5Sn3_mp-1180557_computed.cif
electrode,mp,1,0.45682287,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2TiCrO4_mp-1177868_computed.cif
electrode,mp,1,0.99920326,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Mn2P2O7F2_mp-770546_computed.cif
electrode,mp,1,0.8972921,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2MnPO4F_mp-776063_computed.cif
electrode,mp,1,0.99330324,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4V3Fe3(TeO8)2_mp-767773_computed.cif
electrode,mp,1,0.87772816,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Mn3WO8_mp-773363_computed.cif
electrode,mp,1,0.6333141,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2FeSnO4_mp-1177968_computed.cif
electrode,mp,1,0.99999833,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Bi2P5O18_mp-26245_computed.cif
electrode,mp,1,0.99999845,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li6Bi3P8O29_mp-26327_computed.cif
electrode,mp,1,0.9999864,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Bi(PO4)2_mp-25802_computed.cif
electrode,mp,1,0.99973947,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Bi5(PO4)6_mp-26835_computed.cif
electrode,mp,1,0.99999976,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiBi(PO3)4_mp-673098_computed.cif
electrode,mp,1,0.9999999,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiBi(PO3)4_mp-25959_computed.cif
electrode,mp-avail-in-cod,1,0.999984,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiBi(PO3)4_mp-673023_computed.cif
electrode,mp-avail-in-cod,1,0.99999964,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiBi(PO3)4_mp-684497_computed.cif
electrode,mp-avail-in-cod,1,0.9999995,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiBi(PO3)4_mp-25881_computed.cif
electrode,mp,1,0.99998796,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiBi(PO3)4_mp-504354_computed.cif
electrode,mp,1,0.9999989,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiBi(PO3)4_mp-684093_computed.cif
electrode,mp,1,1.0,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiBi(PO3)4_mp-684506_computed.cif
electrode,mp,1,0.99999785,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiBiP2O7_mp-26209_computed.cif
electrode,mp-avail-in-cod,1,0.9996055,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiBiP2O7_mp-672979_computed.cif
electrode,mp-avail-in-cod,1,0.9999974,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiBiP2O7_mp-759673_computed.cif
electrode,mp-avail-in-cod,1,0.9998135,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiBiP2O7_mp-684489_computed.cif
electrode,mp-avail-in-cod,1,0.9998909,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiBiP2O7_mp-26129_computed.cif
electrode,mp,1,0.9998246,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiBiP2O7_mp-684109_computed.cif
electrode,mp,1,0.9999908,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiBi2(PO4)3_mp-26285_computed.cif
electrode,mp,1,0.999933,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Bi2(PO4)3_mp-684042_computed.cif
electrode,mp,1,0.9999951,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiBi2(PO4)3_mp-504151_computed.cif
electrode,mp,1,1.0,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Bi2(PO4)3_mp-684504_computed.cif
electrode,mp,1,0.9967474,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiBi3(PO5)2_mp-26173_computed.cif
electrode,mp,1,0.32033834,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiBC_mp-9244_computed.cif
electrode,mp-avail-in-cod,1,0.992182,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Cu5(Si2O7)2_mp-554014_computed.cif
electrode,mp,1,0.99485046,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4VCo3(PO4)4_mp-1177182_computed.cif
electrode,mp,1,0.97246754,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4V3Co(PO4)4_mp-765840_computed.cif
electrode,mp,1,0.9384321,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Na3Li2Fe5(SiO3)10_mp-775329_computed.cif
electrode,mp,1,0.96216506,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Na9LiFe10(SiO3)20_mp-775304_computed.cif
electrode,mp,1,0.71790147,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiMg(Fe5O8)2_mp-773699_computed.cif
electrode,mp-avail-in-cod,1,0.97215873,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Mn3(BO3)3_mp-850952_computed.cif
electrode,mp-avail-in-cod,1,0.9776849,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Mn3(BO3)3_mp-850881_computed.cif
electrode,mp-avail-in-cod,1,0.9853284,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Mn3(BO3)3_mp-780135_computed.cif
electrode,mp,1,0.9992861,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiVP2HO8_mp-780110_computed.cif
electrode,mp,1,0.9998417,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li8Mn7Sn(PO4)12_mp-1176895_computed.cif
electrode,mp,1,0.341233,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li6TiFe5O12_mp-868572_computed.cif
electrode,mp,1,0.89588207,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4TiFe3O8_mp-1177243_computed.cif
electrode,mp,1,0.49741596,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4TiFe3O8_mp-769962_computed.cif
electrode,mp,1,0.7885734,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Ti2Fe3O10_mp-762694_computed.cif
electrode,mp,1,0.2373693,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2TiFeO4_mp-1177839_computed.cif
electrode,mp,1,0.27505502,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2TiFeO4_mp-765697_computed.cif
electrode,mp,1,0.9903514,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Mn3Si3O10_mp-767709_computed.cif
electrode,mp,1,0.9759409,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2MnSiO4_mp-849394_computed.cif
electrode,mp,1,0.98012346,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2MnSiO4_mp-783909_computed.cif
electrode,mp,1,0.97448844,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2MnSiO4_mp-768020_computed.cif
electrode,mp-avail-in-cod,1,0.3548692,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li8NbO6_mp-774697_computed.cif
electrode,mp,1,0.64961994,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiNb2O4_mp-758673_computed.cif
electrode,mp,1,0.5023944,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiNbO3_mp-3731_computed.cif
electrode,mp,1,0.99997413,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Fe(Si2O5)3_mp-775303_computed.cif
electrode,mp-avail-in-cod,1,0.9888438,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFe(SiO3)2_mp-510708_computed.cif
electrode,mp,1,0.9637162,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3FeSiO5_mp-764341_computed.cif
electrode,mp,1,0.9995166,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFe3(SiO4)2_mp-780681_computed.cif
electrode,mp,1,0.5323517,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Ti3V5O16_mp-777694_computed.cif
electrode,mp-avail-in-cod,1,0.98697484,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2FeSiO4_mp-764344_computed.cif
electrode,mp-avail-in-cod,1,0.9966227,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2FeSiO4_mp-18968_computed.cif
electrode,mp-avail-in-cod,1,0.9950523,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2FeSiO4_mp-764340_computed.cif
electrode,mp-avail-in-cod,1,0.8172944,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2FeSiO4_mp-764346_computed.cif
electrode,mp,1,0.99890137,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Fe3(SiO4)3_mp-1177429_computed.cif
electrode,mp,1,0.99996877,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFeSiO4_mp-762644_computed.cif
electrode,mp-avail-in-cod,1,0.9891506,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Ti3(BiO3)4_mp-630234_computed.cif
electrode,mp,1,0.99956685,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li8TiMn7(PO4)12_mp-776113_computed.cif
electrode,mp,1,0.9977708,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiTi4Mn(PO4)6_mp-704600_computed.cif
electrode,mp,1,0.1681127,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Y14Ti14(S2O5)7_mp-774554_computed.cif
electrode,mp,1,0.5248724,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3MnCr3O8_mp-1177618_computed.cif
electrode,mp,1,0.39303988,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2MnCr2O6_mp-850919_computed.cif
electrode,mp,1,0.9984269,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Mn2Cr3O12_mp-775291_computed.cif
electrode,mp,1,0.62710273,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiMnCrO4_mp-1176640_computed.cif
electrode,mp,1,0.97052944,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li7Mn10Cr6O32_mp-769505_computed.cif
electrode,mp,1,0.80398434,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Mn5Cr2O12_mp-850972_computed.cif
electrode,mp,1,0.3541581,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiMgSbPt_mp-571584_computed.cif
electrode,mp,1,0.99990904,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2NbP4O13_mp-673156_computed.cif
electrode,mp,1,0.99835664,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Nb(PO4)2_mp-26721_computed.cif
electrode,mp,1,0.9998086,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li6Nb3P8O29_mp-778109_computed.cif
electrode,mp-avail-in-cod,1,0.99995613,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiNb(PO3)4_mp-1176609_computed.cif
electrode,mp-avail-in-cod,1,0.99998224,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiNb(PO3)4_mp-26767_computed.cif
electrode,mp,1,0.9947707,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiNb2(PO4)3_mp-26533_computed.cif
electrode,mp,1,0.999271,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiNb2(PO4)3_mp-26389_computed.cif
electrode,mp,1,0.9970931,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiNbPO5_mp-774859_computed.cif
electrode,mp,1,0.9962618,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Mn3Fe3(SbO8)2_mp-775013_computed.cif
electrode,mp,1,0.99849975,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/NaLiCu(PO3)3_mp-775900_computed.cif
electrode,mp,1,0.96077496,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Na2LiCuP2O7_mp-776424_computed.cif
electrode,mp,1,0.9998516,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li8NbFe7(PO4)12_mp-776163_computed.cif
electrode,mp,1,0.76760215,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Al2FeO6_mp-770727_computed.cif
electrode,mp,1,0.18950886,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFeAs_mp-21471_computed.cif
electrode,mp,1,0.9959656,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3MnSiCO7_mp-772668_computed.cif
electrode,mp,1,0.99999964,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Bi2(SO4)3_mp-777356_computed.cif
electrode,mp,1,0.9999753,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiBi2(SO4)3_mp-759534_computed.cif
electrode,mp,1,0.41950485,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/K2LiCrF6_mp-1111927_computed.cif
electrode,mp,1,0.97967243,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2CoPO4F_mp-770853_computed.cif
electrode,mp,1,0.5229469,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li8La4TiNb7O28_mp-782001_computed.cif
electrode,mp,1,0.52179927,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4La5Ti6Nb2O26_mp-766091_computed.cif
electrode,mp,1,0.9998223,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li6Mn3P6WO24_mp-769612_computed.cif
electrode,mp,1,0.99823976,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Mn5P6WO24_mp-771110_computed.cif
electrode,mp,1,0.99482864,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4TiCu3(PO4)4_mp-1177279_computed.cif
electrode,mp,1,0.9832727,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Rb2LiVCl6_mp-1206403_computed.cif
electrode,mp,1,0.24032165,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiErSn2_mp-1080658_computed.cif
electrode,mp,1,0.89198333,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li5(YSb2)2_mp-1222493_computed.cif
electrode,mp,1,0.36691725,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiNi9S10_mp-774863_computed.cif
electrode,mp,1,0.3866361,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiDySn2_mp-1091364_computed.cif
electrode,mp,1,0.92965037,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Mn2Fe3Co3O16_mp-761441_computed.cif
electrode,mp,1,0.9957461,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li7MnNi3(PO4)6_mp-780131_computed.cif
electrode,mp,1,0.99818665,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Mn3Ni3(PO4)6_mp-771186_computed.cif
electrode,mp,1,0.99898106,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2MnNi(PO4)2_mp-778744_computed.cif
electrode,mp,1,0.4595183,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Ba4LiY2Cu5O14_mp-757073_computed.cif
